ID,Ten_do_vat,Nhiet_do,Do_am,trang_thai,Canh_bao_chay
1616,Sac_dien_thoai,75,61,Che_do_cho,Khong
1617,May_say,83,54,Khong_su_dung,Khong
1618,Sac_dien_thoai,69,50,Che_do_cho,Khong
1619,Ban_la,194,79,Dang_su_dung,Co
1620,Ban_la,241,62,Khong_su_dung,Co
1621,Sac_dien_thoai,92,57,Che_do_cho,Khong
1622,Ban_la,96,75,Khong_su_dung,Khong
1623,Ban_la,103,33,Dang_su_dung,Khong
1624,May_say,120,78,Dang_su_dung,Khong
1625,Sac_dien_thoai,57,12,Che_do_cho,Khong
1626,May_say,45,80,Dang_su_dung,Khong
1627,May_say,143,67,Khong_su_dung,Khong
1628,Ban_la,58,16,Khong_su_dung,Khong
1629,May_say,181,14,Che_do_cho,Co
1630,May_say,150,67,Che_do_cho,Khong
1631,Sac_dien_thoai,76,50,Che_do_cho,Khong
1632,May_say,127,31,Khong_su_dung,Khong
1633,Ban_la,101,51,Dang_su_dung,Khong
1634,Ban_la,176,54,Khong_su_dung,Khong
1635,Sac_dien_thoai,71,56,Khong_su_dung,Khong
1636,May_say,50,40,Khong_su_dung,Khong
1637,Ban_la,236,31,Che_do_cho,Co
1638,Sac_dien_thoai,61,28,Che_do_cho,Khong
1639,Ban_la,207,29,Che_do_cho,Co
1640,May_say,185,69,Che_do_cho,Co
1641,Ban_la,239,40,Khong_su_dung,Co
1642,Sac_dien_thoai,101,79,Dang_su_dung,Khong
1643,Sac_dien_thoai,95,78,Dang_su_dung,Khong
1644,May_say,196,55,Che_do_cho,Co
1645,Ban_la,53,52,Dang_su_dung,Khong
1646,Sac_dien_thoai,90,54,Khong_su_dung,Khong
1647,May_say,106,67,Dang_su_dung,Khong
1648,Sac_dien_thoai,53,37,Khong_su_dung,Khong
1649,Sac_dien_thoai,56,64,Dang_su_dung,Khong
1650,Ban_la,145,70,Dang_su_dung,Khong
1651,May_say,106,65,Dang_su_dung,Khong
1652,Sac_dien_thoai,60,16,Khong_su_dung,Khong
1653,Ban_la,204,44,Che_do_cho,Co
1654,May_say,105,73,Che_do_cho,Khong
1655,Ban_la,244,77,Khong_su_dung,Co
1656,May_say,140,14,Che_do_cho,Khong
1657,Sac_dien_thoai,54,25,Khong_su_dung,Khong
1658,Ban_la,49,46,Che_do_cho,Khong
1659,Sac_dien_thoai,32,56,Khong_su_dung,Khong
1660,May_say,68,25,Khong_su_dung,Khong
1661,Ban_la,118,19,Che_do_cho,Khong
1662,Sac_dien_thoai,98,55,Dang_su_dung,Khong
1663,Sac_dien_thoai,74,76,Dang_su_dung,Khong
1664,May_say,85,46,Dang_su_dung,Khong
1665,Ban_la,103,62,Khong_su_dung,Khong
1666,Ban_la,226,80,Che_do_cho,Co
1667,Sac_dien_thoai,93,63,Che_do_cho,Khong
1668,Sac_dien_thoai,49,62,Che_do_cho,Khong
1669,Ban_la,249,25,Khong_su_dung,Co
1670,Sac_dien_thoai,64,19,Khong_su_dung,Khong
1671,May_say,132,54,Che_do_cho,Khong
1672,Ban_la,158,24,Che_do_cho,Khong
1673,May_say,93,60,Dang_su_dung,Khong
1674,May_say,60,75,Khong_su_dung,Khong
1675,Sac_dien_thoai,32,17,Dang_su_dung,Khong
1676,May_say,49,64,Dang_su_dung,Khong
1677,Sac_dien_thoai,47,65,Che_do_cho,Khong
1678,Ban_la,92,63,Khong_su_dung,Khong
1679,May_say,48,80,Dang_su_dung,Khong
1680,Sac_dien_thoai,86,72,Che_do_cho,Khong
1681,Ban_la,159,76,Dang_su_dung,Khong
1682,Sac_dien_thoai,80,80,Che_do_cho,Khong
1683,Ban_la,241,62,Khong_su_dung,Co
1684,May_say,88,14,Dang_su_dung,Khong
1685,Sac_dien_thoai,81,65,Khong_su_dung,Khong
1686,May_say,106,60,Che_do_cho,Khong
1687,Ban_la,121,10,Dang_su_dung,Khong
1688,Ban_la,119,18,Che_do_cho,Khong
1689,May_say,173,18,Dang_su_dung,Co
1690,May_say,94,16,Khong_su_dung,Khong
1691,Sac_dien_thoai,83,53,Dang_su_dung,Khong
1692,May_say,118,32,Dang_su_dung,Khong
1693,Sac_dien_thoai,67,55,Dang_su_dung,Khong
1694,May_say,159,60,Khong_su_dung,Khong
1695,May_say,194,52,Che_do_cho,Co
1696,May_say,128,23,Khong_su_dung,Khong
1697,May_say,135,38,Khong_su_dung,Khong
1698,Ban_la,56,25,Khong_su_dung,Khong
1699,Sac_dien_thoai,104,28,Che_do_cho,Khong
1700,May_say,51,77,Khong_su_dung,Khong
1701,Ban_la,88,48,Khong_su_dung,Khong
1702,Ban_la,154,34,Che_do_cho,Khong
1703,Sac_dien_thoai,44,38,Che_do_cho,Khong
1704,Sac_dien_thoai,36,22,Khong_su_dung,Khong
1705,Sac_dien_thoai,45,38,Che_do_cho,Khong
1706,May_say,57,34,Khong_su_dung,Khong
1707,Ban_la,90,24,Dang_su_dung,Khong
1708,May_say,153,72,Che_do_cho,Khong
1709,May_say,100,60,Che_do_cho,Khong
1710,Ban_la,108,67,Che_do_cho,Khong
1711,May_say,150,67,Dang_su_dung,Khong
1712,Ban_la,153,73,Khong_su_dung,Khong
1713,May_say,188,30,Khong_su_dung,Co
1714,Ban_la,100,77,Che_do_cho,Khong
1715,Ban_la,65,14,Dang_su_dung,Khong
1716,Sac_dien_thoai,88,35,Che_do_cho,Khong
1717,May_say,190,69,Che_do_cho,Co
1718,Sac_dien_thoai,94,63,Dang_su_dung,Khong
1719,Ban_la,224,73,Khong_su_dung,Co
1720,Ban_la,67,30,Khong_su_dung,Khong
1721,Ban_la,128,29,Dang_su_dung,Khong
1722,Sac_dien_thoai,27,75,Che_do_cho,Khong
1723,May_say,167,46,Che_do_cho,Khong
1724,Ban_la,74,10,Che_do_cho,Khong
1725,May_say,79,80,Khong_su_dung,Khong
1726,May_say,82,22,Khong_su_dung,Khong
1727,Ban_la,192,64,Dang_su_dung,Co
1728,Ban_la,147,60,Che_do_cho,Khong
1729,Ban_la,199,36,Dang_su_dung,Co
1730,Sac_dien_thoai,31,63,Dang_su_dung,Khong
1731,Sac_dien_thoai,86,53,Khong_su_dung,Khong
1732,May_say,114,77,Khong_su_dung,Khong
1733,Ban_la,108,57,Dang_su_dung,Khong
1734,Sac_dien_thoai,56,71,Che_do_cho,Khong
1735,May_say,201,64,Che_do_cho,Co
1736,Ban_la,103,31,Khong_su_dung,Khong
1737,Sac_dien_thoai,67,12,Khong_su_dung,Khong
1738,May_say,196,25,Khong_su_dung,Co
1739,Ban_la,108,46,Dang_su_dung,Khong
1740,May_say,144,38,Dang_su_dung,Khong
1741,May_say,38,63,Dang_su_dung,Khong
1742,Sac_dien_thoai,80,44,Che_do_cho,Khong
1743,Ban_la,169,30,Khong_su_dung,Khong
1744,May_say,71,10,Khong_su_dung,Khong
1745,Ban_la,91,19,Che_do_cho,Khong
1746,May_say,127,65,Khong_su_dung,Khong
1747,May_say,194,72,Khong_su_dung,Co
1748,Sac_dien_thoai,44,44,Khong_su_dung,Khong
1749,May_say,61,65,Che_do_cho,Khong
1750,May_say,111,59,Khong_su_dung,Khong
1751,May_say,103,67,Che_do_cho,Khong
1752,Ban_la,91,47,Khong_su_dung,Khong
1753,May_say,118,63,Khong_su_dung,Khong
1754,Ban_la,156,49,Khong_su_dung,Khong
1755,Sac_dien_thoai,36,54,Che_do_cho,Khong
1756,Sac_dien_thoai,75,16,Che_do_cho,Khong
1757,Sac_dien_thoai,58,61,Che_do_cho,Khong
1758,Sac_dien_thoai,51,61,Khong_su_dung,Khong
1759,Sac_dien_thoai,88,33,Dang_su_dung,Khong
1760,May_say,93,43,Khong_su_dung,Khong
1761,Ban_la,68,59,Che_do_cho,Khong
1762,Sac_dien_thoai,104,60,Dang_su_dung,Khong
1763,May_say,114,20,Dang_su_dung,Khong
1764,May_say,167,26,Che_do_cho,Khong
1765,Sac_dien_thoai,103,32,Khong_su_dung,Khong
1766,May_say,42,71,Khong_su_dung,Khong
1767,May_say,97,58,Khong_su_dung,Khong
1768,May_say,175,33,Che_do_cho,Khong
1769,Sac_dien_thoai,72,77,Che_do_cho,Khong
1770,Sac_dien_thoai,94,52,Khong_su_dung,Khong
1771,Sac_dien_thoai,100,61,Dang_su_dung,Khong
1772,May_say,165,28,Dang_su_dung,Co
1773,Sac_dien_thoai,83,60,Che_do_cho,Khong
1774,Ban_la,234,79,Khong_su_dung,Co
1775,May_say,61,11,Khong_su_dung,Khong
1776,Ban_la,98,25,Che_do_cho,Khong
1777,Sac_dien_thoai,51,74,Dang_su_dung,Khong
1778,Ban_la,141,47,Dang_su_dung,Khong
1779,Sac_dien_thoai,97,33,Dang_su_dung,Khong
1780,Sac_dien_thoai,63,72,Dang_su_dung,Khong
1781,May_say,145,47,Khong_su_dung,Khong
1782,Sac_dien_thoai,66,17,Khong_su_dung,Khong
1783,Sac_dien_thoai,54,49,Che_do_cho,Khong
1784,Sac_dien_thoai,56,73,Khong_su_dung,Khong
1785,May_say,151,36,Che_do_cho,Khong
1786,Ban_la,187,77,Che_do_cho,Co
1787,Sac_dien_thoai,84,35,Dang_su_dung,Khong
1788,May_say,165,40,Khong_su_dung,Khong
1789,Ban_la,113,34,Che_do_cho,Khong
1790,Sac_dien_thoai,89,80,Dang_su_dung,Khong
1791,Ban_la,146,62,Che_do_cho,Khong
1792,May_say,46,44,Khong_su_dung,Khong
1793,Sac_dien_thoai,70,10,Khong_su_dung,Khong
1794,Sac_dien_thoai,88,20,Che_do_cho,Khong
1795,Ban_la,85,76,Khong_su_dung,Khong
1796,Ban_la,124,23,Dang_su_dung,Khong
1797,Ban_la,182,26,Khong_su_dung,Co
1798,Ban_la,91,52,Dang_su_dung,Khong
1799,Ban_la,177,39,Khong_su_dung,Khong
1800,May_say,54,61,Che_do_cho,Khong
1801,Ban_la,249,47,Khong_su_dung,Co
1802,Ban_la,76,35,Che_do_cho,Khong
1803,Ban_la,118,44,Che_do_cho,Khong
1804,Ban_la,76,78,Dang_su_dung,Khong
1805,Ban_la,81,65,Dang_su_dung,Khong
1806,Ban_la,74,46,Dang_su_dung,Khong
1807,Ban_la,130,16,Dang_su_dung,Khong
1808,Sac_dien_thoai,85,50,Che_do_cho,Khong
1809,Ban_la,162,61,Che_do_cho,Khong
1810,Sac_dien_thoai,88,44,Che_do_cho,Khong
1811,Ban_la,163,39,Khong_su_dung,Khong
1812,May_say,78,74,Khong_su_dung,Khong
1813,May_say,40,57,Che_do_cho,Khong
1814,May_say,48,38,Dang_su_dung,Khong
1815,May_say,67,66,Che_do_cho,Khong
1816,Sac_dien_thoai,89,12,Che_do_cho,Khong
1817,Sac_dien_thoai,71,34,Khong_su_dung,Khong
1818,Ban_la,92,36,Dang_su_dung,Khong
1819,May_say,162,64,Dang_su_dung,Khong
1820,Ban_la,61,62,Khong_su_dung,Khong
1821,May_say,63,69,Che_do_cho,Khong
1822,Sac_dien_thoai,43,70,Che_do_cho,Khong
1823,Ban_la,192,63,Che_do_cho,Co
1824,Ban_la,92,60,Che_do_cho,Khong
1825,Sac_dien_thoai,53,41,Che_do_cho,Khong
1826,Sac_dien_thoai,96,22,Khong_su_dung,Khong
1827,Ban_la,193,61,Dang_su_dung,Co
1828,Ban_la,149,47,Dang_su_dung,Khong
1829,May_say,158,74,Dang_su_dung,Khong
1830,Ban_la,207,48,Che_do_cho,Co
1831,Sac_dien_thoai,70,68,Dang_su_dung,Khong
1832,Sac_dien_thoai,88,16,Dang_su_dung,Khong
1833,Sac_dien_thoai,40,66,Che_do_cho,Khong
1834,Sac_dien_thoai,90,48,Dang_su_dung,Khong
1835,May_say,171,70,Khong_su_dung,Khong
1836,Sac_dien_thoai,98,59,Khong_su_dung,Khong
1837,Sac_dien_thoai,53,17,Che_do_cho,Khong
1838,Ban_la,186,68,Che_do_cho,Co
1839,May_say,180,41,Dang_su_dung,Co
1840,May_say,90,60,Khong_su_dung,Khong
1841,May_say,194,30,Khong_su_dung,Co
1842,Sac_dien_thoai,45,72,Khong_su_dung,Khong
1843,May_say,179,15,Che_do_cho,Khong
1844,May_say,179,70,Che_do_cho,Khong
1845,Sac_dien_thoai,42,26,Che_do_cho,Khong
1846,Ban_la,117,59,Khong_su_dung,Khong
1847,May_say,109,39,Khong_su_dung,Khong
1848,Sac_dien_thoai,46,53,Khong_su_dung,Khong
1849,May_say,145,20,Dang_su_dung,Co
1850,Sac_dien_thoai,72,70,Che_do_cho,Khong
1851,May_say,161,30,Dang_su_dung,Khong
1852,May_say,116,72,Dang_su_dung,Khong
1853,May_say,59,72,Che_do_cho,Khong
1854,May_say,122,65,Khong_su_dung,Khong
1855,Sac_dien_thoai,27,13,Che_do_cho,Khong
1856,Ban_la,47,58,Khong_su_dung,Khong
1857,May_say,122,46,Che_do_cho,Khong
1858,May_say,60,55,Khong_su_dung,Khong
1859,Ban_la,85,10,Khong_su_dung,Khong
1860,Ban_la,103,42,Khong_su_dung,Khong
1861,Ban_la,232,28,Dang_su_dung,Co
1862,Ban_la,58,25,Dang_su_dung,Khong
1863,May_say,100,42,Che_do_cho,Khong
1864,Ban_la,156,27,Dang_su_dung,Co
1865,May_say,165,55,Dang_su_dung,Khong
1866,Ban_la,197,10,Dang_su_dung,Co
1867,Sac_dien_thoai,56,50,Che_do_cho,Khong
1868,May_say,113,54,Khong_su_dung,Khong
1869,May_say,144,49,Dang_su_dung,Khong
1870,Sac_dien_thoai,61,14,Dang_su_dung,Khong
1871,Sac_dien_thoai,72,51,Dang_su_dung,Khong
1872,May_say,163,38,Che_do_cho,Khong
1873,Sac_dien_thoai,70,68,Dang_su_dung,Khong
1874,Sac_dien_thoai,44,35,Che_do_cho,Khong
1875,Ban_la,194,63,Dang_su_dung,Co
1876,May_say,169,71,Dang_su_dung,Khong
1877,Ban_la,141,48,Khong_su_dung,Khong
1878,Ban_la,237,67,Khong_su_dung,Co
1879,May_say,96,17,Dang_su_dung,Khong
1880,May_say,45,70,Che_do_cho,Khong
1881,Sac_dien_thoai,95,58,Che_do_cho,Khong
1882,May_say,63,64,Khong_su_dung,Khong
1883,Ban_la,69,26,Che_do_cho,Khong
1884,Sac_dien_thoai,39,10,Che_do_cho,Khong
1885,Sac_dien_thoai,66,10,Khong_su_dung,Khong
1886,Sac_dien_thoai,34,27,Dang_su_dung,Khong
1887,Ban_la,187,11,Che_do_cho,Co
1888,Ban_la,89,65,Khong_su_dung,Khong
1889,May_say,182,54,Khong_su_dung,Co
1890,Ban_la,214,34,Dang_su_dung,Co
1891,Sac_dien_thoai,64,17,Che_do_cho,Khong
1892,May_say,200,64,Dang_su_dung,Co
1893,Sac_dien_thoai,83,72,Dang_su_dung,Khong
1894,May_say,192,10,Khong_su_dung,Co
1895,Ban_la,60,32,Che_do_cho,Khong
1896,Sac_dien_thoai,64,34,Dang_su_dung,Khong
1897,Sac_dien_thoai,93,59,Dang_su_dung,Khong
1898,Ban_la,57,78,Khong_su_dung,Khong
1899,May_say,181,63,Che_do_cho,Co
1900,May_say,63,40,Dang_su_dung,Khong
1901,Ban_la,73,15,Khong_su_dung,Khong
1902,Sac_dien_thoai,31,48,Che_do_cho,Khong
1903,Ban_la,101,71,Che_do_cho,Khong
1904,Ban_la,88,29,Dang_su_dung,Khong
1905,Sac_dien_thoai,89,51,Che_do_cho,Khong
1906,Sac_dien_thoai,36,53,Khong_su_dung,Khong
1907,Sac_dien_thoai,27,45,Khong_su_dung,Khong
1908,May_say,88,54,Dang_su_dung,Khong
1909,May_say,99,32,Dang_su_dung,Khong
1910,Sac_dien_thoai,33,13,Khong_su_dung,Khong
1911,May_say,198,50,Che_do_cho,Co
1912,Ban_la,90,61,Khong_su_dung,Khong
1913,Sac_dien_thoai,75,31,Che_do_cho,Khong
1914,Ban_la,153,49,Dang_su_dung,Khong
1915,Ban_la,170,19,Khong_su_dung,Khong
1916,Ban_la,69,61,Dang_su_dung,Khong
1917,Ban_la,123,31,Dang_su_dung,Khong
1918,May_say,116,43,Che_do_cho,Khong
1919,May_say,116,33,Khong_su_dung,Khong
1920,Sac_dien_thoai,75,42,Dang_su_dung,Khong
1921,Sac_dien_thoai,70,18,Dang_su_dung,Khong
1922,Sac_dien_thoai,85,75,Dang_su_dung,Khong
1923,Ban_la,176,54,Dang_su_dung,Khong
1924,May_say,58,48,Che_do_cho,Khong
1925,May_say,174,73,Khong_su_dung,Khong
1926,Ban_la,90,80,Che_do_cho,Khong
1927,Sac_dien_thoai,32,58,Che_do_cho,Khong
1928,May_say,116,24,Che_do_cho,Khong
1929,May_say,169,61,Khong_su_dung,Khong
1930,Ban_la,82,70,Khong_su_dung,Khong
1931,Ban_la,136,12,Dang_su_dung,Khong
1932,Ban_la,196,65,Che_do_cho,Co
1933,Ban_la,106,55,Che_do_cho,Khong
1934,Sac_dien_thoai,73,79,Dang_su_dung,Khong
1935,May_say,194,37,Khong_su_dung,Co
1936,Ban_la,163,71,Che_do_cho,Khong
1937,Sac_dien_thoai,33,36,Dang_su_dung,Khong
1938,Sac_dien_thoai,100,54,Dang_su_dung,Khong
1939,Ban_la,112,21,Dang_su_dung,Khong
1940,May_say,64,15,Dang_su_dung,Khong
1941,Sac_dien_thoai,63,53,Khong_su_dung,Khong
1942,May_say,159,16,Dang_su_dung,Co
1943,Ban_la,132,32,Che_do_cho,Khong
1944,Sac_dien_thoai,95,50,Khong_su_dung,Khong
1945,Ban_la,53,55,Khong_su_dung,Khong
1946,Sac_dien_thoai,64,57,Dang_su_dung,Khong
1947,Ban_la,234,75,Che_do_cho,Co
1948,May_say,81,65,Dang_su_dung,Khong
1949,Sac_dien_thoai,32,35,Che_do_cho,Khong
1950,Sac_dien_thoai,38,78,Che_do_cho,Khong
1951,May_say,154,40,Dang_su_dung,Khong
1952,Ban_la,144,29,Che_do_cho,Khong
1953,Ban_la,184,13,Khong_su_dung,Co
1954,May_say,177,28,Khong_su_dung,Khong
1955,Ban_la,228,33,Dang_su_dung,Co
1956,Ban_la,168,73,Khong_su_dung,Khong
1957,May_say,156,45,Che_do_cho,Khong
1958,Sac_dien_thoai,83,37,Khong_su_dung,Khong
1959,Sac_dien_thoai,55,23,Dang_su_dung,Khong
1960,May_say,92,78,Che_do_cho,Khong
1961,Ban_la,236,47,Dang_su_dung,Co
1962,May_say,45,20,Dang_su_dung,Khong
1963,Ban_la,188,38,Che_do_cho,Co
1964,May_say,164,51,Dang_su_dung,Khong
1965,Sac_dien_thoai,63,49,Dang_su_dung,Khong
1966,Sac_dien_thoai,90,20,Dang_su_dung,Khong
1967,May_say,81,20,Dang_su_dung,Khong
1968,May_say,163,46,Dang_su_dung,Khong
1969,Ban_la,228,40,Khong_su_dung,Co
1970,Ban_la,79,50,Khong_su_dung,Khong
1971,Sac_dien_thoai,82,45,Khong_su_dung,Khong
1972,Sac_dien_thoai,41,73,Dang_su_dung,Khong
1973,May_say,146,27,Khong_su_dung,Khong
1974,May_say,134,37,Dang_su_dung,Khong
1975,May_say,54,51,Dang_su_dung,Khong
1976,Ban_la,216,22,Khong_su_dung,Co
1977,Ban_la,159,40,Che_do_cho,Khong
1978,Ban_la,158,38,Dang_su_dung,Khong
1979,May_say,43,40,Khong_su_dung,Khong
1980,Sac_dien_thoai,81,36,Khong_su_dung,Khong
1981,May_say,108,14,Khong_su_dung,Khong
1982,Ban_la,143,49,Khong_su_dung,Khong
1983,May_say,103,28,Che_do_cho,Khong
1984,Sac_dien_thoai,30,73,Dang_su_dung,Khong
1985,Sac_dien_thoai,47,49,Khong_su_dung,Khong
1986,May_say,42,73,Khong_su_dung,Khong
1987,May_say,136,73,Dang_su_dung,Khong
1988,Ban_la,106,34,Dang_su_dung,Khong
1989,Ban_la,79,61,Che_do_cho,Khong
1990,Sac_dien_thoai,98,29,Dang_su_dung,Khong
1991,Ban_la,237,54,Che_do_cho,Co
1992,Sac_dien_thoai,96,22,Che_do_cho,Khong
1993,May_say,52,46,Khong_su_dung,Khong
1994,Ban_la,50,23,Khong_su_dung,Khong
1995,Sac_dien_thoai,58,56,Dang_su_dung,Khong
1996,May_say,65,22,Che_do_cho,Khong
1997,May_say,74,39,Khong_su_dung,Khong
1998,Ban_la,194,50,Khong_su_dung,Co
1999,Sac_dien_thoai,58,29,Khong_su_dung,Khong
2000,May_say,200,29,Che_do_cho,Co
2001,May_say,201,72,Dang_su_dung,Co
2002,Ban_la,77,43,Dang_su_dung,Khong
2003,May_say,182,23,Che_do_cho,Co
2004,Sac_dien_thoai,70,18,Khong_su_dung,Khong
2005,Ban_la,151,70,Che_do_cho,Khong
2006,May_say,55,14,Che_do_cho,Khong
2007,Sac_dien_thoai,75,16,Khong_su_dung,Khong
2008,May_say,198,12,Che_do_cho,Co
2009,Ban_la,233,16,Dang_su_dung,Co
2010,May_say,66,60,Che_do_cho,Khong
2011,Sac_dien_thoai,52,59,Dang_su_dung,Khong
2012,Ban_la,165,53,Khong_su_dung,Khong
2013,Ban_la,215,58,Khong_su_dung,Co
2014,May_say,169,14,Dang_su_dung,Co
2015,Ban_la,121,78,Khong_su_dung,Khong
2016,Ban_la,207,79,Dang_su_dung,Co
2017,Sac_dien_thoai,36,26,Che_do_cho,Khong
2018,May_say,94,21,Dang_su_dung,Khong
2019,Sac_dien_thoai,87,57,Dang_su_dung,Khong
2020,Sac_dien_thoai,91,48,Khong_su_dung,Khong
2021,May_say,61,21,Che_do_cho,Khong
2022,May_say,169,32,Khong_su_dung,Khong
2023,Ban_la,240,60,Che_do_cho,Co
2024,Sac_dien_thoai,78,64,Khong_su_dung,Khong
2025,Sac_dien_thoai,39,35,Che_do_cho,Khong
2026,May_say,151,13,Dang_su_dung,Co
2027,Ban_la,223,53,Dang_su_dung,Co
2028,May_say,112,45,Che_do_cho,Khong
2029,Ban_la,195,76,Che_do_cho,Co
2030,May_say,193,16,Dang_su_dung,Co
2031,Sac_dien_thoai,87,37,Dang_su_dung,Khong
2032,Ban_la,159,53,Dang_su_dung,Khong
2033,Sac_dien_thoai,91,62,Khong_su_dung,Khong
2034,May_say,109,22,Che_do_cho,Khong
2035,May_say,119,17,Dang_su_dung,Khong
2036,Ban_la,74,13,Khong_su_dung,Khong
2037,Sac_dien_thoai,84,64,Khong_su_dung,Khong
2038,May_say,172,44,Khong_su_dung,Khong
2039,May_say,202,79,Khong_su_dung,Co
2040,May_say,195,32,Dang_su_dung,Co
2041,May_say,68,10,Khong_su_dung,Khong
2042,May_say,177,10,Che_do_cho,Khong
2043,May_say,168,12,Khong_su_dung,Khong
2044,Ban_la,166,76,Dang_su_dung,Khong
2045,May_say,106,67,Che_do_cho,Khong
2046,Ban_la,239,43,Khong_su_dung,Co
2047,Ban_la,128,48,Che_do_cho,Khong
2048,May_say,184,34,Dang_su_dung,Co
2049,Ban_la,184,42,Dang_su_dung,Co
2050,Ban_la,161,39,Dang_su_dung,Khong
2051,Sac_dien_thoai,94,33,Che_do_cho,Khong
2052,Sac_dien_thoai,42,11,Dang_su_dung,Khong
2053,Sac_dien_thoai,70,25,Che_do_cho,Khong
2054,May_say,83,58,Dang_su_dung,Khong
2055,Ban_la,83,50,Khong_su_dung,Khong
2056,May_say,156,70,Che_do_cho,Khong
2057,Sac_dien_thoai,60,64,Che_do_cho,Khong
2058,May_say,53,56,Dang_su_dung,Khong
2059,May_say,58,18,Khong_su_dung,Khong
2060,May_say,106,69,Che_do_cho,Khong
2061,May_say,42,63,Khong_su_dung,Khong
2062,May_say,94,35,Che_do_cho,Khong
2063,Ban_la,194,21,Khong_su_dung,Co
2064,Sac_dien_thoai,91,35,Che_do_cho,Khong
2065,Sac_dien_thoai,70,62,Khong_su_dung,Khong
2066,Sac_dien_thoai,85,25,Dang_su_dung,Khong
2067,May_say,78,18,Che_do_cho,Khong
2068,Ban_la,239,28,Khong_su_dung,Co
2069,Ban_la,98,60,Khong_su_dung,Khong
2070,Ban_la,234,56,Che_do_cho,Co
2071,Sac_dien_thoai,89,15,Che_do_cho,Khong
2072,Sac_dien_thoai,39,78,Che_do_cho,Khong
2073,May_say,125,69,Khong_su_dung,Khong
2074,Ban_la,68,18,Khong_su_dung,Khong
2075,Ban_la,128,49,Che_do_cho,Khong
2076,Sac_dien_thoai,75,16,Che_do_cho,Khong
2077,Ban_la,135,51,Che_do_cho,Khong
2078,Ban_la,135,18,Dang_su_dung,Khong
2079,May_say,88,13,Che_do_cho,Khong
2080,May_say,158,14,Che_do_cho,Khong
2081,May_say,196,45,Che_do_cho,Co
2082,May_say,127,32,Dang_su_dung,Khong
2083,May_say,123,44,Khong_su_dung,Khong
2084,May_say,120,65,Che_do_cho,Khong
2085,Ban_la,124,14,Khong_su_dung,Khong
2086,Ban_la,133,40,Dang_su_dung,Khong
2087,May_say,184,37,Khong_su_dung,Co
2088,Ban_la,163,44,Che_do_cho,Khong
2089,Ban_la,186,50,Che_do_cho,Co
2090,May_say,160,53,Dang_su_dung,Khong
2091,May_say,139,31,Dang_su_dung,Khong
2092,Sac_dien_thoai,77,70,Khong_su_dung,Khong
2093,Sac_dien_thoai,55,52,Che_do_cho,Khong
2094,Sac_dien_thoai,95,48,Che_do_cho,Khong
2095,Ban_la,154,62,Che_do_cho,Khong
2096,Sac_dien_thoai,61,79,Khong_su_dung,Khong
2097,Sac_dien_thoai,40,29,Che_do_cho,Khong
2098,Sac_dien_thoai,40,37,Khong_su_dung,Khong
2099,Ban_la,166,69,Dang_su_dung,Khong
2100,Ban_la,100,48,Khong_su_dung,Khong
2101,Sac_dien_thoai,52,68,Che_do_cho,Khong
2102,May_say,115,59,Dang_su_dung,Khong
2103,Ban_la,57,55,Dang_su_dung,Khong
2104,Ban_la,99,13,Dang_su_dung,Khong
2105,May_say,202,75,Dang_su_dung,Co
2106,Ban_la,210,33,Che_do_cho,Co
2107,May_say,173,79,Khong_su_dung,Khong
2108,Sac_dien_thoai,49,42,Khong_su_dung,Khong
2109,May_say,112,72,Che_do_cho,Khong
2110,Ban_la,223,39,Che_do_cho,Co
2111,Ban_la,92,39,Che_do_cho,Khong
2112,May_say,130,47,Che_do_cho,Khong
2113,Sac_dien_thoai,82,74,Che_do_cho,Khong
2114,Ban_la,102,75,Khong_su_dung,Khong
2115,Ban_la,196,63,Dang_su_dung,Co
2116,May_say,152,68,Dang_su_dung,Khong
2117,Sac_dien_thoai,89,18,Che_do_cho,Khong
2118,May_say,72,51,Che_do_cho,Khong
2119,Ban_la,62,61,Khong_su_dung,Khong
2120,Ban_la,179,31,Che_do_cho,Khong
2121,Sac_dien_thoai,51,71,Che_do_cho,Khong
2122,Sac_dien_thoai,60,48,Che_do_cho,Khong
2123,May_say,73,61,Dang_su_dung,Khong
2124,May_say,186,59,Khong_su_dung,Co
2125,May_say,103,38,Khong_su_dung,Khong
2126,Ban_la,118,33,Che_do_cho,Khong
2127,May_say,97,25,Che_do_cho,Khong
2128,May_say,153,29,Dang_su_dung,Co
2129,May_say,92,41,Che_do_cho,Khong
2130,May_say,162,19,Che_do_cho,Khong
2131,Ban_la,72,65,Dang_su_dung,Khong
2132,Sac_dien_thoai,53,46,Khong_su_dung,Khong
2133,Sac_dien_thoai,62,33,Dang_su_dung,Khong
2134,May_say,145,18,Dang_su_dung,Co
2135,Ban_la,205,10,Khong_su_dung,Co
2136,Ban_la,133,22,Che_do_cho,Khong
2137,Ban_la,206,41,Che_do_cho,Co
2138,Ban_la,246,72,Dang_su_dung,Co
2139,Ban_la,161,25,Khong_su_dung,Khong
2140,Ban_la,164,66,Che_do_cho,Khong
2141,Sac_dien_thoai,86,33,Che_do_cho,Khong
2142,Sac_dien_thoai,100,63,Che_do_cho,Khong
2143,May_say,88,25,Dang_su_dung,Khong
2144,May_say,150,34,Che_do_cho,Khong
2145,Ban_la,219,74,Dang_su_dung,Co
2146,May_say,51,38,Khong_su_dung,Khong
